order_id,product,quantity,price,date
160,Tablet,5,218.96,2024-01-01 02:39:00
161,Laptop,8,1901.28,2024-01-01 02:40:00
162,Watch,4,1188.64,2024-01-01 02:41:00
163,Tablet,8,337.76,2024-01-01 02:42:00
164,Laptop,7,433.87,2024-01-01 02:43:00
165,Phone,9,1531.33,2024-01-01 02:44:00
166,Laptop,4,1552.28,2024-01-01 02:45:00
167,Phone,2,1246.7,2024-01-01 02:46:00
168,Phone,4,124.76,2024-01-01 02:47:00
169,Laptop,9,273.45,2024-01-01 02:48:00
170,Tablet,2,1905.63,2024-01-01 02:49:00
171,Watch,5,335.76,2024-01-01 02:50:00
172,Phone,5,659.68,2024-01-01 02:51:00
173,Phone,6,1148.69,2024-01-01 02:52:00
174,Tablet,2,642.89,2024-01-01 02:53:00
175,Laptop,4,294.09,2024-01-01 02:54:00
176,Tablet,7,552.39,2024-01-01 02:55:00
177,Laptop,6,980.64,2024-01-01 02:56:00
178,Laptop,2,1677.01,2024-01-01 02:57:00
179,Watch,3,1628.9,2024-01-01 02:58:00
180,Tablet,3,604.64,2024-01-01 02:59:00
181,Watch,9,1200.11,2024-01-01 03:00:00
182,Laptop,2,1907.62,2024-01-01 03:01:00
183,Watch,4,1543.85,2024-01-01 03:02:00
184,Watch,9,683.06,2024-01-01 03:03:00
185,Phone,3,1168.52,2024-01-01 03:04:00
186,Phone,7,742.11,2024-01-01 03:05:00
187,Watch,7,400.97,2024-01-01 03:06:00
188,Phone,7,1546.36,2024-01-01 03:07:00
189,Watch,3,148.69,2024-01-01 03:08:00
190,Watch,4,345.02,2024-01-01 03:09:00
191,Watch,6,1191.8,2024-01-01 03:10:00
192,Laptop,1,743.71,2024-01-01 03:11:00
193,Laptop,9,497.97,2024-01-01 03:12:00
194,Watch,3,1753.56,2024-01-01 03:13:00
195,Watch,9,978.6,2024-01-01 03:14:00
196,Watch,1,238.33,2024-01-01 03:15:00
197,Laptop,6,1282.79,2024-01-01 03:16:00
198,Laptop,1,1806.5,2024-01-01 03:17:00
199,Laptop,5,229.1,2024-01-01 03:18:00
200,Watch,9,1677.45,2024-01-01 03:19:00
201,Phone,2,302.05,2024-01-01 03:20:00
202,Tablet,5,1802.0,2024-01-01 03:21:00
203,Watch,9,468.69,2024-01-01 03:22:00
204,Watch,2,1891.39,2024-01-01 03:23:00
205,Phone,7,1305.14,2024-01-01 03:24:00
206,Laptop,7,498.24,2024-01-01 03:25:00
207,Phone,9,512.31,2024-01-01 03:26:00
208,Watch,1,726.49,2024-01-01 03:27:00
209,Tablet,8,695.43,2024-01-01 03:28:00
210,Laptop,3,500.99,2024-01-01 03:29:00
211,Tablet,4,174.9,2024-01-01 03:30:00
212,Tablet,4,157.15,2024-01-01 03:31:00
213,Tablet,9,1007.13,2024-01-01 03:32:00
214,Phone,3,1763.06,2024-01-01 03:33:00
215,Laptop,8,579.36,2024-01-01 03:34:00
216,Laptop,8,412.38,2024-01-01 03:35:00
217,Tablet,9,532.51,2024-01-01 03:36:00
218,Laptop,5,1743.85,2024-01-01 03:37:00
219,Watch,7,1844.37,2024-01-01 03:38:00
220,Tablet,1,1859.07,2024-01-01 03:39:00
221,Tablet,4,1988.85,2024-01-01 03:40:00
222,Tablet,3,778.42,2024-01-01 03:41:00
223,Laptop,2,778.21,2024-01-01 03:42:00
224,Watch,9,1433.89,2024-01-01 03:43:00
225,Tablet,5,1738.2,2024-01-01 03:44:00
226,Phone,7,1748.18,2024-01-01 03:45:00
227,Laptop,9,1331.11,2024-01-01 03:46:00
228,Laptop,2,992.91,2024-01-01 03:47:00
229,Laptop,7,1274.51,2024-01-01 03:48:00
230,Phone,3,893.11,2024-01-01 03:49:00
231,Phone,2,1595.9,2024-01-01 03:50:00
232,Phone,5,1555.98,2024-01-01 03:51:00
233,Phone,2,170.41,2024-01-01 03:52:00
234,Tablet,6,1072.8,2024-01-01 03:53:00
235,Watch,5,1638.47,2024-01-01 03:54:00
236,Laptop,8,527.1,2024-01-01 03:55:00
237,Tablet,5,1367.3,2024-01-01 03:56:00
238,Watch,9,1040.21,2024-01-01 03:57:00
239,Watch,7,1269.07,2024-01-01 03:58:00
240,Laptop,4,1141.17,2024-01-01 03:59:00
241,Watch,1,1394.88,2024-01-01 04:00:00
242,Watch,1,1339.57,2024-01-01 04:01:00
243,Tablet,1,1631.58,2024-01-01 04:02:00
244,Phone,3,399.71,2024-01-01 04:03:00
245,Laptop,3,563.99,2024-01-01 04:04:00
246,Watch,5,1819.5,2024-01-01 04:05:00
247,Phone,9,338.16,2024-01-01 04:06:00
248,Tablet,3,1834.58,2024-01-01 04:07:00
249,Laptop,6,1530.7,2024-01-01 04:08:00
250,Watch,7,1818.91,2024-01-01 04:09:00
251,Tablet,7,100.26,2024-01-01 04:10:00
252,Tablet,4,628.86,2024-01-01 04:11:00
253,Tablet,9,868.68,2024-01-01 04:12:00
254,Tablet,4,342.14,2024-01-01 04:13:00
255,Watch,3,520.59,2024-01-01 04:14:00
256,Watch,5,105.69,2024-01-01 04:15:00
257,Tablet,1,630.66,2024-01-01 04:16:00
258,Phone,3,1789.77,2024-01-01 04:17:00
259,Watch,2,1544.37,2024-01-01 04:18:00
260,Tablet,2,948.34,2024-01-01 04:19:00
261,Phone,6,933.46,2024-01-01 04:20:00
262,Phone,4,1229.19,2024-01-01 04:21:00
263,Watch,6,1839.36,2024-01-01 04:22:00
264,Tablet,5,1940.65,2024-01-01 04:23:00
265,Watch,4,776.94,2024-01-01 04:24:00
266,Laptop,7,1841.88,2024-01-01 04:25:00
267,Laptop,9,335.71,2024-01-01 04:26:00
268,Laptop,5,1219.49,2024-01-01 04:27:00
269,Laptop,5,1938.25,2024-01-01 04:28:00
270,Phone,9,197.34,2024-01-01 04:29:00
271,Watch,5,326.6,2024-01-01 04:30:00
272,Laptop,6,201.27,2024-01-01 04:31:00
273,Phone,2,104.14,2024-01-01 04:32:00
274,Watch,5,951.37,2024-01-01 04:33:00
275,Watch,8,493.72,2024-01-01 04:34:00
276,Phone,2,1792.83,2024-01-01 04:35:00
277,Watch,5,832.84,2024-01-01 04:36:00
278,Tablet,2,501.38,2024-01-01 04:37:00
279,Watch,2,735.73,2024-01-01 04:38:00
280,Phone,1,1429.01,2024-01-01 04:39:00
281,Tablet,6,1088.74,2024-01-01 04:40:00
282,Phone,8,732.99,2024-01-01 04:41:00
283,Phone,1,993.83,2024-01-01 04:42:00
284,Watch,5,314.48,2024-01-01 04:43:00
285,Laptop,8,629.23,2024-01-01 04:44:00
286,Laptop,4,574.44,2024-01-01 04:45:00
287,Watch,8,1309.62,2024-01-01 04:46:00
288,Phone,3,383.73,2024-01-01 04:47:00
289,Tablet,6,1427.47,2024-01-01 04:48:00
290,Phone,3,1999.47,2024-01-01 04:49:00
291,Watch,5,963.87,2024-01-01 04:50:00
292,Laptop,2,328.33,2024-01-01 04:51:00
293,Watch,1,1704.49,2024-01-01 04:52:00
294,Phone,6,1880.04,2024-01-01 04:53:00
295,Tablet,7,783.84,2024-01-01 04:54:00
296,Laptop,3,180.51,2024-01-01 04:55:00
297,Tablet,4,491.5,2024-01-01 04:56:00
298,Watch,5,1584.18,2024-01-01 04:57:00
299,Tablet,7,134.02,2024-01-01 04:58:00
300,Tablet,6,1412.84,2024-01-01 04:59:00
301,Phone,7,1710.89,2024-01-01 05:00:00
302,Watch,4,470.72,2024-01-01 05:01:00
303,Laptop,3,1325.47,2024-01-01 05:02:00
304,Tablet,4,664.43,2024-01-01 05:03:00
305,Phone,9,1615.0,2024-01-01 05:04:00
306,Phone,8,1702.47,2024-01-01 05:05:00
307,Phone,9,265.88,2024-01-01 05:06:00
308,Phone,4,1190.25,2024-01-01 05:07:00
309,Watch,6,224.78,2024-01-01 05:08:00
310,Laptop,3,1817.75,2024-01-01 05:09:00
311,Laptop,5,1015.08,2024-01-01 05:10:00
312,Phone,8,412.72,2024-01-01 05:11:00
313,Phone,4,287.1,2024-01-01 05:12:00
314,Tablet,8,1783.17,2024-01-01 05:13:00
315,Laptop,6,1985.45,2024-01-01 05:14:00
316,Phone,5,377.51,2024-01-01 05:15:00
317,Watch,3,711.98,2024-01-01 05:16:00
318,Tablet,9,1726.77,2024-01-01 05:17:00
319,Tablet,2,836.18,2024-01-01 05:18:00
320,Laptop,2,1178.63,2024-01-01 05:19:00
321,Tablet,4,1646.45,2024-01-01 05:20:00
322,Phone,3,268.58,2024-01-01 05:21:00
323,Watch,4,794.01,2024-01-01 05:22:00
324,Watch,7,947.99,2024-01-01 05:23:00
325,Laptop,4,500.12,2024-01-01 05:24:00
326,Tablet,4,1651.69,2024-01-01 05:25:00
327,Watch,8,349.66,2024-01-01 05:26:00
328,Phone,9,194.63,2024-01-01 05:27:00
329,Tablet,7,282.66,2024-01-01 05:28:00
330,Watch,4,661.15,2024-01-01 05:29:00
331,Tablet,3,1259.54,2024-01-01 05:30:00
332,Tablet,4,973.78,2024-01-01 05:31:00
333,Phone,8,1675.22,2024-01-01 05:32:00
334,Phone,6,1293.68,2024-01-01 05:33:00
335,Laptop,8,1560.19,2024-01-01 05:34:00
336,Laptop,6,562.79,2024-01-01 05:35:00
337,Tablet,2,1041.83,2024-01-01 05:36:00
338,Phone,3,379.27,2024-01-01 05:37:00
339,Watch,3,1476.68,2024-01-01 05:38:00
340,Watch,6,1447.86,2024-01-01 05:39:00
341,Phone,2,1865.99,2024-01-01 05:40:00
342,Phone,7,1050.38,2024-01-01 05:41:00
343,Watch,6,1888.82,2024-01-01 05:42:00
344,Phone,3,1791.14,2024-01-01 05:43:00
345,Watch,5,1492.09,2024-01-01 05:44:00
346,Laptop,1,1720.0,2024-01-01 05:45:00
347,Watch,2,965.27,2024-01-01 05:46:00
348,Watch,9,1617.34,2024-01-01 05:47:00
349,Phone,3,1971.43,2024-01-01 05:48:00
350,Tablet,1,737.94,2024-01-01 05:49:00
351,Phone,2,1063.4,2024-01-01 05:50:00
352,Tablet,1,232.87,2024-01-01 05:51:00
353,Tablet,8,353.63,2024-01-01 05:52:00
354,Phone,8,188.09,2024-01-01 05:53:00
355,Laptop,3,207.79,2024-01-01 05:54:00
356,Phone,7,351.25,2024-01-01 05:55:00
357,Phone,8,1439.44,2024-01-01 05:56:00
358,Tablet,6,1867.57,2024-01-01 05:57:00
359,Watch,7,1743.57,2024-01-01 05:58:00
360,Watch,6,425.31,2024-01-01 05:59:00
361,Phone,8,1294.15,2024-01-01 06:00:00
362,Phone,7,1724.44,2024-01-01 06:01:00
363,Tablet,3,1836.94,2024-01-01 06:02:00
364,Tablet,8,180.85,2024-01-01 06:03:00
365,Tablet,4,1842.27,2024-01-01 06:04:00
366,Phone,4,603.81,2024-01-01 06:05:00
367,Phone,4,1671.26,2024-01-01 06:06:00
368,Laptop,3,1088.74,2024-01-01 06:07:00
369,Laptop,9,1205.54,2024-01-01 06:08:00
370,Watch,4,238.61,2024-01-01 06:09:00
371,Laptop,4,550.13,2024-01-01 06:10:00
372,Tablet,2,632.14,2024-01-01 06:11:00
373,Watch,4,1078.01,2024-01-01 06:12:00
374,Phone,3,606.18,2024-01-01 06:13:00
375,Tablet,9,1670.04,2024-01-01 06:14:00
376,Watch,5,1337.62,2024-01-01 06:15:00
377,Watch,6,1811.24,2024-01-01 06:16:00
378,Phone,8,1709.79,2024-01-01 06:17:00
379,Laptop,5,560.76,2024-01-01 06:18:00
380,Watch,5,1533.01,2024-01-01 06:19:00
381,Tablet,3,437.2,2024-01-01 06:20:00
382,Watch,3,1064.1,2024-01-01 06:21:00
383,Phone,2,1891.24,2024-01-01 06:22:00
384,Watch,4,1942.75,2024-01-01 06:23:00
385,Phone,4,1921.7,2024-01-01 06:24:00
386,Watch,1,671.4,2024-01-01 06:25:00
387,Watch,1,1790.35,2024-01-01 06:26:00
388,Watch,2,238.96,2024-01-01 06:27:00
389,Tablet,9,232.96,2024-01-01 06:28:00
390,Tablet,8,667.69,2024-01-01 06:29:00
391,Laptop,2,334.12,2024-01-01 06:30:00
392,Tablet,9,254.86,2024-01-01 06:31:00
393,Tablet,9,1873.8,2024-01-01 06:32:00
394,Tablet,5,408.95,2024-01-01 06:33:00
395,Laptop,8,456.78,2024-01-01 06:34:00
396,Phone,1,1683.99,2024-01-01 06:35:00
397,Laptop,8,754.34,2024-01-01 06:36:00
398,Tablet,5,1550.04,2024-01-01 06:37:00
399,Tablet,6,1215.61,2024-01-01 06:38:00
400,Watch,1,640.58,2024-01-01 06:39:00
401,Laptop,8,263.54,2024-01-01 06:40:00
402,Laptop,4,1425.28,2024-01-01 06:41:00
403,Tablet,5,1112.84,2024-01-01 06:42:00
404,Watch,4,999.08,2024-01-01 06:43:00
405,Laptop,3,1322.37,2024-01-01 06:44:00
406,Laptop,6,1429.98,2024-01-01 06:45:00
407,Tablet,9,218.04,2024-01-01 06:46:00
408,Phone,6,242.51,2024-01-01 06:47:00
409,Watch,6,1291.43,2024-01-01 06:48:00
410,Watch,7,1244.85,2024-01-01 06:49:00
411,Tablet,3,1026.42,2024-01-01 06:50:00
412,Watch,2,1115.68,2024-01-01 06:51:00
413,Phone,5,1559.64,2024-01-01 06:52:00
414,Laptop,6,570.77,2024-01-01 06:53:00
415,Laptop,6,383.55,2024-01-01 06:54:00
416,Tablet,4,1224.48,2024-01-01 06:55:00
417,Phone,2,921.58,2024-01-01 06:56:00
418,Watch,8,610.96,2024-01-01 06:57:00
419,Tablet,6,1268.79,2024-01-01 06:58:00
420,Watch,2,884.26,2024-01-01 06:59:00
421,Tablet,2,885.74,2024-01-01 07:00:00
422,Phone,4,955.36,2024-01-01 07:01:00
423,Laptop,1,230.65,2024-01-01 07:02:00
424,Tablet,3,329.73,2024-01-01 07:03:00
425,Phone,7,1521.34,2024-01-01 07:04:00
426,Watch,8,1965.65,2024-01-01 07:05:00
427,Laptop,4,397.33,2024-01-01 07:06:00
428,Tablet,7,1512.21,2024-01-01 07:07:00
429,Tablet,9,875.49,2024-01-01 07:08:00
430,Watch,4,1164.78,2024-01-01 07:09:00
431,Tablet,1,1785.36,2024-01-01 07:10:00
432,Tablet,4,1374.14,2024-01-01 07:11:00
433,Watch,6,1768.56,2024-01-01 07:12:00
434,Phone,7,1392.08,2024-01-01 07:13:00
435,Phone,8,1659.0,2024-01-01 07:14:00
436,Tablet,3,979.37,2024-01-01 07:15:00
437,Laptop,2,1942.11,2024-01-01 07:16:00
438,Phone,9,818.16,2024-01-01 07:17:00
439,Phone,3,1622.82,2024-01-01 07:18:00
440,Phone,3,1224.03,2024-01-01 07:19:00
441,Tablet,3,511.01,2024-01-01 07:20:00
442,Phone,3,443.53,2024-01-01 07:21:00
443,Laptop,4,1154.15,2024-01-01 07:22:00
444,Phone,9,737.55,2024-01-01 07:23:00
445,Laptop,1,312.19,2024-01-01 07:24:00
446,Laptop,1,874.91,2024-01-01 07:25:00
447,Tablet,1,1566.85,2024-01-01 07:26:00
448,Phone,8,187.9,2024-01-01 07:27:00
449,Tablet,3,1188.37,2024-01-01 07:28:00
450,Laptop,6,367.37,2024-01-01 07:29:00
451,Laptop,1,1307.54,2024-01-01 07:30:00
452,Tablet,4,1522.02,2024-01-01 07:31:00
453,Phone,6,244.16,2024-01-01 07:32:00
454,Phone,8,903.87,2024-01-01 07:33:00
455,Phone,9,105.76,2024-01-01 07:34:00
456,Tablet,7,289.64,2024-01-01 07:35:00
457,Watch,3,1273.85,2024-01-01 07:36:00
458,Watch,5,1239.91,2024-01-01 07:37:00
459,Watch,9,1334.73,2024-01-01 07:38:00
460,Watch,5,1261.87,2024-01-01 07:39:00
461,Tablet,9,1231.69,2024-01-01 07:40:00
462,Phone,2,268.84,2024-01-01 07:41:00
463,Laptop,4,1203.45,2024-01-01 07:42:00
464,Tablet,9,671.65,2024-01-01 07:43:00
465,Laptop,7,290.8,2024-01-01 07:44:00
466,Tablet,2,940.68,2024-01-01 07:45:00
467,Laptop,7,955.53,2024-01-01 07:46:00
468,Watch,8,490.63,2024-01-01 07:47:00
469,Tablet,4,713.69,2024-01-01 07:48:00
470,Watch,1,1190.9,2024-01-01 07:49:00
471,Laptop,1,665.67,2024-01-01 07:50:00
472,Tablet,4,392.81,2024-01-01 07:51:00
473,Watch,6,1778.76,2024-01-01 07:52:00
474,Laptop,8,1218.88,2024-01-01 07:53:00
475,Laptop,6,810.49,2024-01-01 07:54:00
476,Phone,5,310.88,2024-01-01 07:55:00
477,Tablet,1,1758.63,2024-01-01 07:56:00
478,Watch,4,1071.38,2024-01-01 07:57:00
479,Laptop,5,934.28,2024-01-01 07:58:00
480,Watch,5,1275.6,2024-01-01 07:59:00
481,Tablet,3,1475.59,2024-01-01 08:00:00
482,Phone,9,1380.6,2024-01-01 08:01:00
483,Phone,3,1524.98,2024-01-01 08:02:00
484,Laptop,9,751.2,2024-01-01 08:03:00
485,Phone,9,217.96,2024-01-01 08:04:00
486,Laptop,1,450.87,2024-01-01 08:05:00
487,Tablet,6,1854.96,2024-01-01 08:06:00
488,Tablet,6,923.24,2024-01-01 08:07:00
489,Watch,4,1762.24,2024-01-01 08:08:00
490,Laptop,4,1108.31,2024-01-01 08:09:00
491,Laptop,7,1175.2,2024-01-01 08:10:00
492,Tablet,5,604.87,2024-01-01 08:11:00
493,Laptop,2,1330.73,2024-01-01 08:12:00
494,Watch,9,1794.98,2024-01-01 08:13:00
495,Watch,1,180.15,2024-01-01 08:14:00
496,Watch,7,722.05,2024-01-01 08:15:00
497,Phone,8,512.32,2024-01-01 08:16:00
498,Laptop,8,976.98,2024-01-01 08:17:00
499,Phone,9,1187.42,2024-01-01 08:18:00
500,Laptop,9,277.17,2024-01-01 08:19:00
501,Phone,2,1364.72,2024-01-01 08:20:00
502,Watch,8,856.2,2024-01-01 08:21:00
503,Watch,6,1624.71,2024-01-01 08:22:00
504,Tablet,3,1649.35,2024-01-01 08:23:00
505,Laptop,4,1406.9,2024-01-01 08:24:00
506,Tablet,6,1194.03,2024-01-01 08:25:00
507,Phone,2,1715.39,2024-01-01 08:26:00
508,Watch,3,958.17,2024-01-01 08:27:00
509,Phone,8,1852.53,2024-01-01 08:28:00
510,Tablet,9,973.5,2024-01-01 08:29:00
511,Watch,2,1362.17,2024-01-01 08:30:00
512,Phone,4,712.06,2024-01-01 08:31:00
513,Laptop,8,1278.56,2024-01-01 08:32:00
514,Watch,3,1636.23,2024-01-01 08:33:00
515,Laptop,4,155.49,2024-01-01 08:34:00
516,Tablet,5,1636.34,2024-01-01 08:35:00
517,Phone,1,1605.76,2024-01-01 08:36:00
518,Laptop,8,1865.35,2024-01-01 08:37:00
519,Tablet,7,1918.06,2024-01-01 08:38:00
520,Phone,3,497.18,2024-01-01 08:39:00
521,Tablet,8,1638.68,2024-01-01 08:40:00
522,Tablet,4,1812.2,2024-01-01 08:41:00
523,Watch,1,1038.28,2024-01-01 08:42:00
524,Watch,3,1497.14,2024-01-01 08:43:00
525,Tablet,7,237.66,2024-01-01 08:44:00
526,Tablet,3,660.89,2024-01-01 08:45:00
527,Laptop,3,1967.02,2024-01-01 08:46:00
528,Phone,6,818.83,2024-01-01 08:47:00
529,Phone,5,957.34,2024-01-01 08:48:00
530,Laptop,8,1582.24,2024-01-01 08:49:00
531,Phone,3,1387.84,2024-01-01 08:50:00
532,Phone,1,695.6,2024-01-01 08:51:00
533,Tablet,9,1109.29,2024-01-01 08:52:00
534,Tablet,2,449.63,2024-01-01 08:53:00
535,Laptop,7,553.73,2024-01-01 08:54:00
536,Phone,2,668.98,2024-01-01 08:55:00
